,Taxon_rank,Order,Family,Family_English_name,Scientific_name,English_name_AviList
312,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Branta canadensis occidentalis,
313,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Branta canadensis fulva,
314,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Branta canadensis maxima,
315,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Branta canadensis parvipes,
316,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Branta canadensis moffitti,
317,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Branta canadensis interior,
318,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Branta canadensis canadensis,
319,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Branta leucopsis,Barnacle Goose
320,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Branta hutchinsii,Cackling Goose
321,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Branta hutchinsii leucopareia,
322,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Branta hutchinsii minima,
323,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Branta hutchinsii taverneri,
324,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Branta hutchinsii hutchinsii,
325,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser,
326,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser indicus,Bar-headed Goose
327,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser canagicus,Emperor Goose
328,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser rossii,Ross's Goose
329,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser caerulescens,Snow Goose
330,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser caerulescens caerulescens,
331,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser caerulescens atlanticus,
332,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser anser,Greylag Goose
333,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser anser anser,
334,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser anser rubrirostris,
335,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser cygnoides,Swan Goose
336,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser erythropus,Lesser White-fronted Goose
337,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser albifrons,Greater White-fronted Goose
338,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser albifrons flavirostris,
339,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser albifrons albifrons,
340,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser albifrons elgasi,
341,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser albifrons gambelli,
342,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser albifrons sponsa,
343,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser serrirostris,Tundra Bean Goose
344,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser serrirostris rossicus,
345,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser serrirostris serrirostris,
346,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser brachyrhynchus,Pink-footed Goose
347,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser fabalis,Taiga Bean Goose
348,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser fabalis fabalis,
349,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser fabalis johanseni,
350,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anser fabalis middendorffii,
351,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Merganetta,
352,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Merganetta armata,Torrent Duck
353,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Merganetta armata colombiana,
354,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Merganetta armata leucogenis,
355,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Merganetta armata turneri,
356,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Merganetta armata garleppi,
357,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Merganetta armata berlepschi,
358,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Merganetta armata armata,
359,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Callonetta,
360,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Callonetta leucophrys,Ringed Teal
361,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Cairina,
362,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Cairina moschata,Muscovy Duck
363,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Aix,
364,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Aix galericulata,Mandarin Duck
365,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Aix sponsa,Wood Duck
366,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Neochen,
367,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Neochen jubata,Orinoco Goose
368,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Chloephaga,
369,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Chloephaga melanoptera,Andean Goose
370,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Chloephaga picta,Upland Goose
371,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Chloephaga picta picta,
372,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Chloephaga picta leucoptera,
373,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Chloephaga hybrida,Kelp Goose
374,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Chloephaga hybrida hybrida,
375,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Chloephaga hybrida malvinarum,
376,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Chloephaga poliocephala,Ashy-headed Goose
377,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Chloephaga rubidiceps,Ruddy-headed Goose
378,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Radjah,
379,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Radjah radjah,Radjah Shelduck
380,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Radjah radjah radjah,
381,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Radjah radjah rufitergum,
382,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Alopochen,
383,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Alopochen aegyptiaca,Egyptian Goose
384,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Alopochen mauritiana,Mauritius Sheldgoose
385,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Alopochen kervazoi,Reunion Sheldgoose
386,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Tadorna,
387,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Tadorna tadorna,Common Shelduck
388,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Tadorna cristata,Crested Shelduck
389,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Tadorna cana,South African Shelduck
390,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Tadorna ferruginea,Ruddy Shelduck
391,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Tadorna variegata,Paradise Shelduck
392,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Tadorna tadornoides,Australian Shelduck
393,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Clangula,
394,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Clangula hyemalis,Long-tailed Duck
395,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Polysticta,
396,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Polysticta stelleri,Steller's Eider
397,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Camptorhynchus,
398,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Camptorhynchus labradorius,Labrador Duck
399,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Somateria,
400,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Somateria fischeri,Spectacled Eider
401,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Somateria spectabilis,King Eider
402,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Somateria mollissima,Common Eider
403,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Somateria mollissima v-nigrum,
404,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Somateria mollissima borealis,
405,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Somateria mollissima sedentaria,
406,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Somateria mollissima dresseri,
407,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Somateria mollissima faeroeensis,
408,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Somateria mollissima mollissima,
409,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Histrionicus,
410,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Histrionicus histrionicus,Harlequin Duck
411,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Melanitta,
412,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Melanitta nigra,Common Scoter
413,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Melanitta americana,Black Scoter
414,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Melanitta perspicillata,Surf Scoter
415,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Melanitta fusca,Velvet Scoter
416,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Melanitta deglandi,White-winged Scoter
417,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Melanitta stejnegeri,Stejneger's Scoter
418,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Bucephala,
419,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Bucephala albeola,Bufflehead
420,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Bucephala islandica,Barrow's Goldeneye
421,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Bucephala clangula,Common Goldeneye
422,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Bucephala clangula clangula,
423,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Bucephala clangula americana,
424,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mergellus,
425,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mergellus albellus,Smew
426,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Lophodytes,
427,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Lophodytes cucullatus,Hooded Merganser
428,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mergus,
429,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mergus serrator,Red-breasted Merganser
430,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mergus squamatus,Scaly-sided Merganser
431,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mergus octosetaceus,Brazilian Merganser
432,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mergus australis,New Zealand Merganser
433,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mergus merganser,Common Merganser
434,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mergus merganser merganser,
435,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mergus merganser orientalis,
436,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mergus merganser americanus,
437,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Sarkidiornis,
438,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Sarkidiornis melanotos,Knob-billed Duck
439,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Sarkidiornis sylvicola,Comb Duck
440,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Hymenolaimus,
441,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Hymenolaimus malacorhynchos,Blue Duck
442,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Hymenolaimus malacorhynchos malacorhynchos,
443,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Hymenolaimus malacorhynchos hymenolaimus,
444,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Chenonetta,
445,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Chenonetta jubata,Maned Duck
446,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Cyanochen,
447,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Cyanochen cyanoptera,Blue-winged Goose
448,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Pteronetta,
449,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Pteronetta hartlaubii,Hartlaub's Duck
450,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Marmaronetta,
451,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Marmaronetta angustirostris,Marbled Duck
452,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Asarcornis,
453,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Asarcornis scutulata,White-winged Duck
454,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Rhodonessa,
455,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Rhodonessa caryophyllacea,Pink-headed Duck
456,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Netta,
457,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Netta rufina,Red-crested Pochard
458,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Netta erythrophthalma,Southern Pochard
459,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Netta erythrophthalma brunnea,
460,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Netta erythrophthalma erythrophthalma,
461,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Netta peposaca,Rosy-billed Pochard
462,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Aythya,
463,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Aythya nyroca,Ferruginous Duck
464,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Aythya innotata,Madagascar Pochard
465,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Aythya baeri,Baer's Pochard
466,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Aythya australis,Hardhead
467,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Aythya ferina,Common Pochard
468,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Aythya valisineria,Canvasback
469,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Aythya collaris,Ring-necked Duck
470,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Aythya americana,Redhead
471,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Aythya fuligula,Tufted Duck
472,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Aythya novaeseelandiae,New Zealand Scaup
473,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Aythya affinis,Lesser Scaup
474,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Aythya marila,Greater Scaup
475,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Aythya marila marila,
476,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Aythya marila nearctica,
477,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Salvadorina,
478,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Salvadorina waigiuensis,Salvadori's Teal
479,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Lophonetta,
480,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Lophonetta specularioides,Crested Duck
481,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Lophonetta specularioides alticola,
482,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Lophonetta specularioides specularioides,
483,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Speculanas,
484,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Speculanas specularis,Bronze-winged Duck
485,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Amazonetta,
486,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Amazonetta brasiliensis,Brazilian Teal
487,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Amazonetta brasiliensis brasiliensis,
488,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Amazonetta brasiliensis ipecutiri,
489,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Tachyeres,
490,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Tachyeres patachonicus,Flying Steamer Duck
491,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Tachyeres pteneres,Fuegian Steamer Duck
492,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Tachyeres brachypterus,Falkland Steamer Duck
493,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Tachyeres leucocephalus,Chubut Steamer Duck
494,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Sibirionetta,
495,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Sibirionetta formosa,Baikal Teal
496,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Spatula,
497,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Spatula querquedula,Garganey
498,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Spatula hottentota,Blue-billed Teal
499,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Spatula puna,Puna Teal
500,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Spatula versicolor,Silver Teal
501,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Spatula versicolor versicolor,
502,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Spatula versicolor fretensis,
503,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Spatula platalea,Red Shoveler
504,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Spatula discors,Blue-winged Teal
505,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Spatula cyanoptera,Cinnamon Teal
506,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Spatula cyanoptera septentrionalium,
507,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Spatula cyanoptera tropica,
508,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Spatula cyanoptera borreroi,
509,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Spatula cyanoptera orinoma,
510,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Spatula cyanoptera cyanoptera,
511,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Spatula smithii,Cape Shoveler
512,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Spatula clypeata,Northern Shoveler
513,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Spatula rhynchotis,Australasian Shoveler
514,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Spatula rhynchotis rhynchotis,
515,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Spatula rhynchotis variegata,
516,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mareca,
517,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mareca falcata,Falcated Duck
518,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mareca strepera,Gadwall
519,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mareca strepera strepera,
520,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mareca strepera couesi,
521,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mareca marecula,Amsterdam Wigeon
522,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mareca penelope,Eurasian Wigeon
523,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mareca americana,American Wigeon
524,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Mareca sibilatrix,Chiloe Wigeon
525,genus,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas,
526,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas sparsa,African Black Duck
527,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas sparsa leucostigma,
528,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas sparsa sparsa,
529,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas melleri,Meller's Duck
530,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas undulata,Yellow-billed Duck
531,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas undulata ruppelli,
532,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas undulata undulata,
533,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas luzonica,Philippine Duck
534,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas superciliosa,Pacific Black Duck
535,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas superciliosa superciliosa,
536,subspecies,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas superciliosa pelewensis,
537,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas wyvilliana,Hawaiian Duck
538,species,Anseriformes,Anatidae,"Ducks, Swans, and Geese",Anas laysanensis,Laysan Duck
